SampleDate,Site,BenthicReefSpecies,Latitude,Longitude,Density_m2,Category
2-Nov-21,Bunker Point,Patiria miniata,33.72529,-118.3536,0.033333333,PVR
2-Nov-21,Bunker Point,Strongylocentrotus purpuratus,33.72529,-118.3536,1.033333333,PVR
2-Nov-21,3 Palms East,Centrostephanus coronatus,33.719,-118.3318,0.016666667,PVR
2-Nov-21,3 Palms East,Dermasterias imbricata,33.71668,-118.33309,0.016666667,PVR
2-Nov-21,3 Palms East,Mesocentrotus franciscanus,33.7177575,-118.33242,1.15,PVR
2-Nov-21,3 Palms East,Patiria miniata,33.71668,-118.33309,0.033333333,PVR
2-Nov-21,3 Palms East,Strongylocentrotus purpuratus,33.717973,-118.332286,2.4,PVR
2-Oct-13,KOU Rock,Lovenia cordiformis,33.71893,-118.33867,0.016666667,PVR
2-Oct-13,KOU Rock,Mesocentrotus franciscanus,33.72023833,-118.3376283,0.55,PVR
2-Oct-13,KOU Rock,Patiria miniata,33.71919167,-118.3384617,0.333333333,PVR
2-Oct-13,KOU Rock,Pisaster giganteus,33.7201075,-118.3377325,0.133333333,PVR
2-Oct-13,KOU Rock,Strongylocentrotus purpuratus,33.71997667,-118.3378367,0.116666667,PVR
2-Oct-20,Bunker Point,Centrostephanus coronatus,33.72529,-118.3536,0.016666667,PVR
2-Oct-20,Bunker Point,Mesocentrotus franciscanus,33.72546,-118.35323,0.05,PVR
2-Oct-20,Bunker Point,Strongylocentrotus purpuratus,33.72563,-118.35286,0.016666667,PVR
2-Oct-20,KOU Rock,Strongylocentrotus purpuratus,33.7213,-118.33694,0.083333333,PVR
2-Sep-08,Point Vicente West,Mesocentrotus franciscanus,33.74043,-118.41367,1.05,
2-Sep-08,Point Vicente West,Patiria miniata,33.74043,-118.41367,1.116666667,
2-Sep-08,Point Vicente West,Pisaster giganteus,33.74043,-118.41367,1.116666667,
2-Sep-08,Point Vicente West,Pisaster ochraceus,33.74043,-118.41367,0.366666667,
2-Sep-08,Point Vicente West,Pycnopodia helianthoides,33.74043,-118.41367,0.016666667,
2-Sep-08,Point Vicente West,Strongylocentrotus purpuratus,33.74043,-118.41367,7.25,
2-Sep-15,Rocky Point North,Mesocentrotus franciscanus,33.78014,-118.42891,0.05,
2-Sep-15,Rocky Point North,Strongylocentrotus purpuratus,33.78014,-118.42891,0.133333333,
3-Dec-15,Cape Point,Mesocentrotus franciscanus,33.72036,-118.34066,0.55,PVR
3-Dec-15,Cape Point,Patiria miniata,33.72008,-118.34068,0.033333333,PVR
3-Dec-15,Cape Point,Strongylocentrotus purpuratus,33.72148,-118.34017,0.083333333,PVR
3-Nov-09,Point Vicente West,Mesocentrotus franciscanus,33.74082,-118.41278,0.65,
3-Nov-09,Point Vicente West,Pisaster giganteus,33.74082,-118.41278,0.716666667,
3-Nov-09,Point Vicente West,Pisaster ochraceus,33.74082,-118.41278,0.9,
3-Nov-09,Point Vicente West,Pycnopodia helianthoides,33.74082,-118.41278,0.016666667,
3-Nov-09,Point Vicente West,Strongylocentrotus purpuratus,33.74082,-118.41278,14.58333333,
3-Nov-09,3 Palms East,Mesocentrotus franciscanus,33.71801,-118.3315,0.816666667,PVR
3-Nov-09,3 Palms East,Patiria miniata,33.71801,-118.3315,0.016666667,PVR
3-Nov-09,3 Palms East,Pisaster giganteus,33.71801,-118.3315,0.2,PVR
3-Nov-09,3 Palms East,Pisaster ochraceus,33.71801,-118.3315,0.016666667,PVR
3-Nov-09,3 Palms East,Strongylocentrotus purpuratus,33.71801,-118.3315,0.516666667,PVR
3-Nov-21,3 Palms West,Mesocentrotus franciscanus,33.71698,-118.336105,0.2,PVR
3-Nov-21,3 Palms West,Patiria miniata,33.71594,-118.33688,0.133333333,PVR
3-Nov-21,3 Palms West,Strongylocentrotus purpuratus,33.71802,-118.33533,0.116666667,PVR
3-Oct-12,KOU Rock,Lytechinus pictus,33.71893,-118.33867,0.016666667,PVR
3-Oct-12,KOU Rock,Mesocentrotus franciscanus,33.720352,-118.337632,0.2,PVR
3-Oct-12,KOU Rock,Patiria miniata,33.71893,-118.33867,0.566666667,PVR
3-Oct-12,KOU Rock,Pisaster giganteus,33.71972,-118.3380933,0.2,PVR
3-Oct-12,KOU Rock,Pisaster ochraceus,33.7213,-118.33694,0.033333333,PVR
3-Oct-12,KOU Rock,Strongylocentrotus purpuratus,33.7207075,-118.3373725,0.983333333,PVR
3-Sep-21,Rocky Point South,Henricia sp,33.7767,-118.43029,0.033333333,
3-Sep-21,Rocky Point South,Mesocentrotus franciscanus,33.7767,-118.43029,0.066666667,
3-Sep-21,Rocky Point South,Pisaster giganteus,33.7767,-118.43029,0.016666667,
3-Sep-21,Rocky Point South,Strongylocentrotus purpuratus,33.77617,-118.42954,0.316666667,
3-Sep-21,Hawthorne Reef,Centrostephanus coronatus,33.74698,-118.41738,0.066666667,
3-Sep-21,Hawthorne Reef,Mesocentrotus franciscanus,33.74707833,-118.4165033,0.35,
3-Sep-21,Hawthorne Reef,Patiria miniata,33.74698,-118.41738,0.016666667,
3-Sep-21,Hawthorne Reef,Pisaster giganteus,33.74711,-118.41632,0.033333333,
3-Sep-21,Hawthorne Reef,Strongylocentrotus purpuratus,33.74706125,-118.4167175,0.85,
4-Apr-14,Point Vicente West,Mesocentrotus franciscanus,33.73901143,-118.4142686,1.766666667,
4-Apr-14,Point Vicente West,Patiria miniata,33.73879,-118.41449,3.316666667,
4-Apr-14,Point Vicente West,Strongylocentrotus purpuratus,33.7391,-118.41418,0.8,
4-Jun-10,Rocky Point South,Henricia sp,33.77667714,-118.4333257,0.15,
4-Jun-10,Rocky Point South,Linckia columbiae,33.77644,-118.4328,0.016666667,
4-Jun-10,Rocky Point South,Mesocentrotus franciscanus,33.77675125,-118.43349,0.283333333,
4-Jun-10,Rocky Point South,Patiria miniata,33.776772,-118.433536,1.433333333,
4-Jun-10,Rocky Point South,Pisaster giganteus,33.77655857,-118.4330629,0.216666667,
4-Mar-11,Hawthorne Reef,Mesocentrotus franciscanus,33.74711,-118.41632,2.75,
4-Mar-11,Hawthorne Reef,Patiria miniata,33.74711,-118.41632,0.633333333,
4-Mar-11,Hawthorne Reef,Pisaster brevispinus,33.74711,-118.41632,0.266666667,
4-Mar-11,Hawthorne Reef,Pisaster giganteus,33.74711,-118.41632,1.1,
4-Mar-11,Hawthorne Reef,Pisaster ochraceus,33.74711,-118.41632,0.1,
4-Mar-11,Hawthorne Reef,Pycnopodia helianthoides,33.74711,-118.41632,0.05,
4-Mar-11,Hawthorne Reef,Strongylocentrotus purpuratus,33.74711,-118.41632,20.41666667,
4-Nov-20,KOU Rock,Centrostephanus coronatus,33.719105,-118.338275,0.05,PVR
4-Nov-20,KOU Rock,Henricia sp,33.7172,-118.33928,0.016666667,PVR
4-Nov-20,KOU Rock,Mesocentrotus franciscanus,33.71858545,-118.3385491,0.8,PVR
4-Nov-20,KOU Rock,Patiria miniata,33.71748333,-118.3391967,0.5,PVR
4-Nov-20,KOU Rock,Sclerasterias heteropaes,33.7172,-118.33928,0.016666667,PVR
4-Nov-20,KOU Rock,Strongylocentrotus purpuratus,33.7205,-118.33742,0.116666667,PVR
4-Oct-13,KOU Rock,Astrometis sertulifera,33.7172,-118.33928,0.016666667,PVR
4-Oct-13,KOU Rock,Lytechinus pictus,33.7172,-118.33928,0.016666667,PVR
4-Oct-13,KOU Rock,Mesocentrotus franciscanus,33.7172,-118.33928,0.033333333,PVR
4-Oct-13,KOU Rock,Patiria miniata,33.7172,-118.33928,0.233333333,PVR
4-Oct-13,KOU Rock,Pisaster brevispinus,33.7172,-118.33928,0.016666667,PVR
4-Oct-13,KOU Rock,Pisaster giganteus,33.7172,-118.33928,0.133333333,PVR
4-Oct-13,3 Palms West,Lytechinus pictus,33.71594,-118.33688,0.383333333,PVR
4-Oct-13,3 Palms West,Mesocentrotus franciscanus,33.71709556,-118.3360189,0.383333333,PVR
4-Oct-13,3 Palms West,Patiria miniata,33.71709556,-118.3360189,0.666666667,PVR
4-Oct-13,3 Palms West,Pisaster giganteus,33.716356,-118.33657,0.116666667,PVR
4-Oct-13,3 Palms West,Strongylocentrotus purpuratus,33.71802,-118.33533,0.333333333,PVR
4-Sep-15,Rocky Point North,Linckia columbiae,33.78084,-118.43033,0.05,
4-Sep-15,Rocky Point North,Mesocentrotus franciscanus,33.78127333,-118.43227,0.333333333,
4-Sep-15,Rocky Point North,Strongylocentrotus purpuratus,33.78084,-118.43033,0.183333333,
4-Sep-19,Lunada Bay,Centrostephanus coronatus,33.77109,-118.4333767,0.05,
4-Sep-19,Lunada Bay,Henricia sp,33.77134,-118.43431,0.133333333,
4-Sep-19,Lunada Bay,Mesocentrotus franciscanus,33.77137733,-118.432634,0.933333333,
4-Sep-19,Lunada Bay,Patiria miniata,33.77134,-118.43431,0.083333333,
4-Sep-19,Lunada Bay,Strongylocentrotus purpuratus,33.77133667,-118.4310044,0.383333333,
5-Aug-22,Cape Point,Mesocentrotus franciscanus,33.72164,-118.34029,1.133333333,PVR
5-Aug-22,Cape Point,Patiria miniata,33.7221,-118.339855,0.083333333,PVR
5-Aug-22,Cape Point,Pisaster giganteus,33.72164,-118.34029,0.016666667,PVR
5-Aug-22,Cape Point,Strongylocentrotus purpuratus,33.72164,-118.34029,1.083333333,PVR
5-Aug-22,3 Palms East,Astrometis sertulifera,33.7142,-118.33394,0.016666667,PVR
5-Aug-22,3 Palms East,Henricia sp,33.71544,-118.333515,0.033333333,PVR
5-Aug-22,3 Palms East,Linckia columbiae,33.7142,-118.33394,0.016666667,PVR
5-Aug-22,3 Palms East,Lytechinus pictus,33.7142,-118.33394,0.683333333,PVR
5-Aug-22,3 Palms East,Mesocentrotus franciscanus,33.716075,-118.3331083,1.983333333,PVR
5-Aug-22,3 Palms East,Patiria miniata,33.715192,-118.3336,0.416666667,PVR
5-Aug-22,3 Palms East,Pisaster giganteus,33.71668,-118.33309,0.05,PVR
5-Aug-22,3 Palms East,Strongylocentrotus purpuratus,33.71670571,-118.3327571,2.033333333,PVR
5-Jan-10,Point Vicente West,Henricia sp,33.73848,-118.4148,0.016666667,
5-Jan-10,Point Vicente West,Mesocentrotus franciscanus,33.73848,-118.4148,0.416666667,
5-Jan-10,Point Vicente West,Orthasterias koehleri,33.73848,-118.4148,0.016666667,
5-Jan-10,Point Vicente West,Patiria miniata,33.73848,-118.4148,0.533333333,
5-Jan-10,Point Vicente West,Pisaster giganteus,33.73848,-118.4148,0.216666667,
5-Jan-10,Point Vicente West,Strongylocentrotus purpuratus,33.73848,-118.4148,0.016666667,
5-Jan-10,KOU Rock,Mesocentrotus franciscanus,33.71771,-118.33913,0.15,PVR
5-Jan-10,KOU Rock,Patiria miniata,33.71771,-118.33913,0.083333333,PVR
5-Jan-10,KOU Rock,Pisaster giganteus,33.71771,-118.33913,0.283333333,PVR
6-Aug-21,Rocky Point South,Centrostephanus coronatus,33.77644,-118.4328,0.033333333,
6-Aug-21,Rocky Point South,Henricia sp,33.776938,-118.433904,0.116666667,
6-Aug-21,Rocky Point South,Linckia columbiae,33.77644,-118.4328,0.033333333,
6-Aug-21,Rocky Point South,Mesocentrotus franciscanus,33.776855,-118.43372,0.8,
6-Aug-21,Rocky Point South,Patiria miniata,33.77644,-118.4328,0.016666667,
6-Aug-21,Rocky Point South,Pisaster giganteus,33.77727,-118.43464,0.016666667,
6-Aug-21,Rocky Point South,Strongylocentrotus purpuratus,33.77657833,-118.4331067,0.65,
6-Aug-21,Hawthorne Reef,Henricia sp,33.74674,-118.41981,0.066666667,
6-Aug-21,Hawthorne Reef,Mesocentrotus franciscanus,33.74674,-118.41981,0.033333333,
6-Aug-21,Hawthorne Reef,Patiria miniata,33.74674,-118.41981,0.75,
6-Aug-21,Hawthorne Reef,Sclerasterias heteropaes,33.74674,-118.41981,0.1,
6-Jan-15,Bunker Point,Mesocentrotus franciscanus,33.72529,-118.3536,0.15,PVR
6-Jan-15,Bunker Point,Strongylocentrotus purpuratus,33.72538714,-118.3533886,0.383333333,PVR
6-Jan-15,3 Palms West,Mesocentrotus franciscanus,33.71948,-118.3349,0.233333333,PVR
6-Jan-15,3 Palms West,Patiria miniata,33.71948,-118.3349,0.016666667,PVR
6-Jan-15,3 Palms West,Strongylocentrotus purpuratus,33.7199225,-118.3345588,0.6,PVR
6-Jan-15,3 Palms East,Mesocentrotus franciscanus,33.71801,-118.3315,0.283333333,PVR
6-Jan-15,3 Palms East,Strongylocentrotus purpuratus,33.7187525,-118.331725,0.116666667,PVR
6-Jul-12,Rocky Point North,Mesocentrotus franciscanus,33.78149,-118.43324,0.2,
6-Jul-12,Rocky Point North,Patiria miniata,33.78149,-118.43324,0.2,
6-Jul-12,Hawthorne Reef,Astropecten armatus,33.74698,-118.41738,0.016666667,
6-Jul-12,Hawthorne Reef,Henricia sp,33.74698,-118.41738,0.016666667,
6-Jul-12,Hawthorne Reef,Mesocentrotus franciscanus,33.74713,-118.41582,2.45,
6-Jul-12,Hawthorne Reef,Patiria miniata,33.74706,-118.416548,2.333333333,
6-Jul-12,Hawthorne Reef,Pisaster brevispinus,33.74698,-118.41738,0.05,
6-Jul-12,Hawthorne Reef,Pisaster giganteus,33.74711333,-118.4159933,0.366666667,
6-Jul-12,Hawthorne Reef,Pisaster ochraceus,33.74718,-118.4153,0.683333333,
6-Jul-12,Hawthorne Reef,Pycnopodia helianthoides,33.74698,-118.41738,0.066666667,
6-Jul-12,Hawthorne Reef,Strongylocentrotus purpuratus,33.74718,-118.4153,20.9,
6-Jul-18,Rocky Point North,Henricia sp,33.78149,-118.43324,0.033333333,
6-Jul-18,Rocky Point North,Mesocentrotus franciscanus,33.78149,-118.43324,0.116666667,
6-Jul-18,Rocky Point North,Patiria miniata,33.78149,-118.43324,0.016666667,
6-Jul-18,Rocky Point North,Strongylocentrotus purpuratus,33.78149,-118.43324,0.033333333,
6-Jun-08,Rocky Point North,Linckia columbiae,33.78084,-118.43033,0.033333333,
6-Jun-08,Rocky Point North,Mesocentrotus franciscanus,33.78084,-118.43033,0.1,
6-Jun-08,Rocky Point North,Patiria miniata,33.78084,-118.43033,0.016666667,
6-Jun-08,Rocky Point North,Pisaster giganteus,33.78084,-118.43033,0.216666667,
6-May-08,Point Vicente West,Centrostephanus coronatus,33.7391,-118.41418,1.116666667,
6-May-08,Point Vicente West,Mesocentrotus franciscanus,33.7391,-118.41418,1.216666667,
6-May-08,Point Vicente West,Patiria miniata,33.7391,-118.41418,3.083333333,
6-May-08,Point Vicente West,Pisaster giganteus,33.7391,-118.41418,1.566666667,
6-May-08,Point Vicente West,Pisaster ochraceus,33.7391,-118.41418,0.083333333,
6-May-08,Point Vicente West,Strongylocentrotus purpuratus,33.7391,-118.41418,1.583333333,
6-May-08,Bunker Point,Centrostephanus coronatus,33.72491,-118.35365,0.033333333,PVR
6-May-08,Bunker Point,Mesocentrotus franciscanus,33.72530286,-118.35335,4.583333333,PVR
6-May-08,Bunker Point,Ophioplocus esmarki,33.72529,-118.3536,0.016666667,PVR
6-May-08,Bunker Point,Patiria miniata,33.725005,-118.3536375,0.183333333,PVR
6-May-08,Bunker Point,Pisaster brevispinus,33.72529,-118.3536,0.033333333,PVR
6-May-08,Bunker Point,Pisaster giganteus,33.72532714,-118.3532971,0.933333333,PVR
6-May-08,Bunker Point,Pisaster ochraceus,33.725342,-118.353176,0.166666667,PVR
6-May-08,Bunker Point,Strongylocentrotus purpuratus,33.725494,-118.353156,7.2,PVR
6-Nov-20,Bunker Point,Centrostephanus coronatus,33.72491,-118.35365,0.016666667,PVR
6-Nov-20,Bunker Point,Mesocentrotus franciscanus,33.72491,-118.35365,0.1,PVR
6-Nov-20,Bunker Point,Patiria miniata,33.7243,-118.35386,0.133333333,PVR
6-Nov-20,Bunker Point,Strongylocentrotus purpuratus,33.72491,-118.35365,0.033333333,PVR
6-Oct-17,KOU Rock,Lytechinus pictus,33.7172,-118.33928,0.033333333,PVR
6-Oct-17,KOU Rock,Mesocentrotus franciscanus,33.71828,-118.33874,0.116666667,PVR
6-Oct-17,KOU Rock,Patiria miniata,33.71742667,-118.3392133,0.3,PVR
6-Oct-17,KOU Rock,Pisaster giganteus,33.71771,-118.33913,0.016666667,PVR
6-Oct-17,KOU Rock,Strongylocentrotus purpuratus,33.71771,-118.33913,0.033333333,PVR
6-Sep-19,Rocky Point South,Centrostephanus coronatus,33.77644,-118.4328,0.016666667,
6-Sep-19,Rocky Point South,Henricia sp,33.77699333,-118.4340267,0.133333333,
6-Sep-19,Rocky Point South,Linckia columbiae,33.77657,-118.431545,0.033333333,
6-Sep-19,Rocky Point South,Mesocentrotus franciscanus,33.77652588,-118.4317629,1.783333333,
6-Sep-19,Rocky Point South,Patiria miniata,33.77680333,-118.4325767,0.083333333,
6-Sep-19,Rocky Point South,Strongylocentrotus purpuratus,33.77625308,-118.4305431,1.216666667,
7-Aug-19,Old 18th,Astropecten armatus,33.72096,-118.34545,0.2,PVR
7-Aug-19,Old 18th,Luidia armata,33.72096,-118.34545,0.05,PVR
7-Aug-19,Old 18th,Mesocentrotus franciscanus,33.7221,-118.34451,0.016666667,PVR
7-Aug-19,Old 18th,Strongylocentrotus purpuratus,33.7221,-118.34451,0.016666667,PVR
7-Aug-19,Cape Point,Mesocentrotus franciscanus,33.719336,-118.340956,0.25,PVR
7-Aug-19,Cape Point,Patiria miniata,33.718592,-118.341232,0.216666667,PVR
7-Dec-16,Bunker Point,Patiria miniata,33.7243,-118.35386,0.066666667,PVR
7-Dec-16,Burial Grounds,Patiria miniata,33.72206,-118.34868,0.216666667,PVR
7-Jul-22,Hawthorne Reef,Centrostephanus coronatus,33.747045,-118.41685,0.066666667,
7-Jul-22,Hawthorne Reef,Dermasterias imbricata,33.74674,-118.41981,0.016666667,
7-Jul-22,Hawthorne Reef,Linckia columbiae,33.74674,-118.41981,0.033333333,
7-Jul-22,Hawthorne Reef,Mesocentrotus franciscanus,33.747005,-118.417255,0.716666667,
7-Jul-22,Hawthorne Reef,Patiria miniata,33.74683444,-118.4188822,1.616666667,
7-Jul-22,Hawthorne Reef,Pisaster giganteus,33.74711,-118.41632,0.016666667,
7-Jul-22,Hawthorne Reef,Strongylocentrotus purpuratus,33.74706125,-118.4167175,0.933333333,
7-Oct-08,Resort Point,Astropecten armatus,33.76599,-118.42944,0.016666667,
7-Oct-08,Resort Point,Henricia sp,33.76599,-118.42944,0.016666667,
7-Oct-08,Resort Point,Lytechinus pictus,33.76599,-118.42944,0.033333333,
7-Oct-08,Resort Point,Mesocentrotus franciscanus,33.76633,-118.428935,0.516666667,
7-Oct-08,Resort Point,Orthasterias koehleri,33.76599,-118.42944,0.016666667,
7-Oct-08,Resort Point,Patiria miniata,33.76629909,-118.4289809,1.25,
7-Oct-08,Resort Point,Pisaster brevispinus,33.76667,-118.42843,0.033333333,
7-Oct-08,Resort Point,Pisaster giganteus,33.766398,-118.428834,0.566666667,
7-Oct-08,Resort Point,Pisaster ochraceus,33.76667,-118.42843,0.016666667,
7-Oct-08,Resort Point,Strongylocentrotus purpuratus,33.76644333,-118.4287667,0.2,
7-Oct-15,Point Vicente West,Centrostephanus coronatus,33.7391,-118.41418,0.033333333,
7-Oct-15,Point Vicente West,Mesocentrotus franciscanus,33.738852,-118.414428,1.016666667,
7-Oct-15,Point Vicente West,Patiria miniata,33.73848,-118.4148,0.133333333,
7-Oct-15,Point Vicente West,Strongylocentrotus purpuratus,33.7391,-118.41418,0.383333333,
8-Aug-19,Burial Grounds,Centrostephanus coronatus,33.72333,-118.34777,0.016666667,PVR
8-Aug-19,Burial Grounds,Mesocentrotus franciscanus,33.72402333,-118.34752,0.166666667,PVR
8-Aug-19,Burial Grounds,Patiria miniata,33.72206,-118.34868,0.366666667,PVR
8-Aug-19,Burial Grounds,Strongylocentrotus purpuratus,33.72398,-118.3475575,0.716666667,PVR
8-Jan-15,KOU Rock,Mesocentrotus franciscanus,33.719105,-118.338275,0.283333333,PVR
8-Jan-15,KOU Rock,Patiria miniata,33.717506,-118.33919,0.15,PVR
8-Jan-15,KOU Rock,Strongylocentrotus purpuratus,33.72098,-118.337132,0.316666667,PVR
8-Jul-08,3 Palms East,Mesocentrotus franciscanus,33.71801,-118.3315,2.316666667,PVR
8-Jul-08,3 Palms East,Patiria miniata,33.71801,-118.3315,0.033333333,PVR
8-Jul-08,3 Palms East,Pisaster brevispinus,33.71801,-118.3315,0.066666667,PVR
8-Jul-08,3 Palms East,Pisaster giganteus,33.71801,-118.3315,0.95,PVR
8-Jul-08,3 Palms East,Pisaster ochraceus,33.71801,-118.3315,0.05,PVR
8-Jul-08,3 Palms East,Strongylocentrotus purpuratus,33.71801,-118.3315,0.016666667,PVR
8-Jun-16,Rocky Point North,Centrostephanus coronatus,33.78014,-118.42891,0.016666667,
8-Jun-16,Rocky Point North,Linckia columbiae,33.78014,-118.42891,0.033333333,
8-Jun-16,Rocky Point North,Mesocentrotus franciscanus,33.78014,-118.42891,0.083333333,
8-Jun-16,Rocky Point North,Strongylocentrotus purpuratus,33.78014,-118.42891,0.116666667,
8-Jun-16,Rocky Point South,Mesocentrotus franciscanus,33.7767,-118.43029,0.066666667,
8-Jun-16,Rocky Point South,Strongylocentrotus purpuratus,33.7767,-118.43029,0.383333333,
8-Nov-17,Burial Grounds,Centrostephanus coronatus,33.72206,-118.34868,0.016666667,PVR
8-Nov-17,Burial Grounds,Lytechinus pictus,33.72206,-118.34868,0.033333333,PVR
8-Nov-17,Burial Grounds,Patiria miniata,33.72206,-118.34868,0.3,PVR
8-Sep-21,Lunada Bay,Henricia sp,33.77149,-118.43487,0.133333333,
8-Sep-21,Lunada Bay,Mesocentrotus franciscanus,33.771558,-118.433138,0.466666667,
8-Sep-21,Lunada Bay,Patiria miniata,33.77149,-118.43487,0.016666667,
8-Sep-21,Lunada Bay,Strongylocentrotus purpuratus,33.77181,-118.4311,0.45,
9-Aug-13,Resort Point,Mesocentrotus franciscanus,33.766685,-118.4273543,3.266666667,
9-Aug-13,Resort Point,Patiria miniata,33.76668,-118.427765,2.866666667,
9-Aug-13,Resort Point,Pisaster giganteus,33.76669125,-118.4267888,0.233333333,
9-Aug-13,Resort Point,Pisaster ochraceus,33.76669667,-118.4264133,0.05,
9-Aug-13,Resort Point,Pycnopodia helianthoides,33.76667,-118.42843,0.016666667,
9-Aug-13,Resort Point,Sclerasterias heteropaes,33.76667,-118.42843,0.033333333,
