"Year","DepthZone","Site","Species","mean_density_100m2","mean_chl_mg_m3","max_chl_mg_m3","min_chl_mg_m3","mean_sst_C","max_sst_C","min_sst_C","dist_200m_bath","Relief_index","Relief_SD","Relief_simpson","Substrate_index","Substrate_SD","Substrate_simpson","Latitude","Longitude"
2004,"Inner","Rocky Point North","Patiria miniata",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,4041.12137165318,0.165329166666667,0.262705871292365,0.187096774193548,3.79032083333333,0.402700392582036,0.248028673835126,33.77961,-118.42688
2004,"Inner","Rocky Point North","Pisaster giganteus",1.25,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,4041.12137165318,0.165329166666667,0.262705871292365,0.187096774193548,3.79032083333333,0.402700392582036,0.248028673835126,33.77961,-118.42688
2004,"Inner","Rocky Point North","Pisaster ochraceus",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,4041.12137165318,0.165329166666667,0.262705871292365,0.187096774193548,3.79032083333333,0.402700392582036,0.248028673835126,33.77961,-118.42688
2004,"Inner","Rocky Point North","Strongylocentrotus purpuratus",112.5,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,4041.12137165318,0.165329166666667,0.262705871292365,0.187096774193548,3.79032083333333,0.402700392582036,0.248028673835126,33.77961,-118.42688
2004,"Middle","Point Vicente West","Apostichopus californicus",0,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Point Vicente West","Apostichopus parvimensis",7.77777777777778,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Point Vicente West","Mesocentrotus franciscanus",4.44444444444445,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Point Vicente West","Patiria miniata",2.77777777777778,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Point Vicente West","Pisaster giganteus",28.8888888888889,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Point Vicente West","Pisaster ochraceus",2.22222222222222,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Point Vicente West","Strongylocentrotus purpuratus",911.11111111111,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1730.97264616683,0.348375,0.458313369728787,0.37505376344086,3.77261,0.511086499619475,0.278064516129032,33.74083,-118.41335
2004,"Middle","Rocky Point North","Apostichopus californicus",182.916666666667,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Middle","Rocky Point North","Apostichopus parvimensis",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Middle","Rocky Point North","Mesocentrotus franciscanus",18.3333333333333,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Middle","Rocky Point North","Patiria miniata",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Middle","Rocky Point North","Pisaster giganteus",1.25,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Middle","Rocky Point North","Pisaster ochraceus",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Middle","Rocky Point North","Strongylocentrotus purpuratus",137.5,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3968.20226524701,0.0242,0.0677140759330795,0.041505376344086,3.690355,0.576472569439798,0.289569892473118,33.78018,-118.42849
2004,"Outer","Point Vicente West","Apostichopus californicus",0,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Point Vicente West","Apostichopus parvimensis",3.33333333333333,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Point Vicente West","Mesocentrotus franciscanus",5.41666666666667,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Point Vicente West","Patiria miniata",22.5,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Point Vicente West","Pisaster giganteus",15.8333333333334,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Point Vicente West","Pisaster ochraceus",0.416666666666667,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Point Vicente West","Strongylocentrotus purpuratus",94.5833333333333,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1509.67663356817,0.53547,0.590922945829467,0.444838709677419,3.616175,0.649855541607237,0.344086021505376,33.73871,-118.4144
2004,"Outer","Rocky Point North","Apostichopus californicus",5,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2004,"Outer","Rocky Point North","Apostichopus parvimensis",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2004,"Outer","Rocky Point North","Mesocentrotus franciscanus",22.5,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2004,"Outer","Rocky Point North","Patiria miniata",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2004,"Outer","Rocky Point North","Pisaster giganteus",2.08333333333333,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2004,"Outer","Rocky Point North","Pisaster ochraceus",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2004,"Outer","Rocky Point North","Strongylocentrotus purpuratus",18.75,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3915.64866731842,0.03548,0.111089054123796,0.0653763440860215,3.525825,0.560314509737035,0.40258064516129,33.78114,-118.43016
2007,"Deep","Point Vicente West","Apostichopus californicus",0,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Point Vicente West","Apostichopus parvimensis",1.66666666666667,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Point Vicente West","Mesocentrotus franciscanus",81.6666666666668,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Point Vicente West","Patiria miniata",60.8333333333333,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Point Vicente West","Pisaster giganteus",17.5,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Point Vicente West","Pisaster ochraceus",5.83333333333333,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Point Vicente West","Strongylocentrotus purpuratus",63.3333333333332,3.58267132242791,10.2337964918072,0.748259311400181,18.1235294117647,20.98125,15,1465.22852034693,0.50324,0.467570579588381,0.339462365591398,3.490365,0.617455470976525,0.358817204301075,33.7385,-118.41482
2007,"Deep","Ridges North","Apostichopus californicus",0,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Ridges North","Apostichopus parvimensis",0.833333333333335,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Ridges North","Mesocentrotus franciscanus",8.33333333333333,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Ridges North","Patiria miniata",23.3333333333333,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Ridges North","Pisaster giganteus",4.16666666666667,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Ridges North","Pisaster ochraceus",0,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Ridges North","Strongylocentrotus purpuratus",0,3.73484613661983,12.896124755351,0.727604948884141,17.5768248175182,22.40625,14.45625,3459.32424747241,0.175633333333333,0.282407273623231,0.212903225806452,3.50900555555556,0.594481363740448,0.446714456391876,33.79015,-118.42836
2007,"Deep","Rocky Point North","Apostichopus californicus",1.66666666666666,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point North","Apostichopus parvimensis",2.5,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point North","Mesocentrotus franciscanus",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point North","Patiria miniata",14.1666666666667,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point North","Pisaster giganteus",2.5,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point North","Pisaster ochraceus",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point North","Strongylocentrotus purpuratus",0,3.40453603961913,12.2916741133335,0.645540404750976,17.7001142857143,22.65,14.0625,3750.18240617623,0.051625,0.119948841788129,0.0767741935483871,3.53714,0.628171451613195,0.409139784946237,33.78204,-118.43353
2007,"Deep","Rocky Point South","Apostichopus californicus",0.833333333333335,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Deep","Rocky Point South","Apostichopus parvimensis",5.83333333333333,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Deep","Rocky Point South","Mesocentrotus franciscanus",2.5,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Deep","Rocky Point South","Patiria miniata",37.5,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Deep","Rocky Point South","Pisaster giganteus",4.16666666666667,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Deep","Rocky Point South","Pisaster ochraceus",0,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Deep","Rocky Point South","Strongylocentrotus purpuratus",0,3.12801279162456,7.57409780266349,0.866315578474602,17.66,21.8571428571429,14.2714285714286,3284.38149017432,0.114925,0.215103745684365,0.147311827956989,3.487875,0.718164763411269,0.382930107526882,33.77763,-118.43553
2007,"Inner","3 Palms East","Apostichopus californicus",0,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms East","Apostichopus parvimensis",0,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms East","Mesocentrotus franciscanus",39.1666666666667,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms East","Patiria miniata",0.833333333333335,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms East","Pisaster giganteus",5,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms East","Pisaster ochraceus",3.33333333333334,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms East","Strongylocentrotus purpuratus",19.1666666666667,3.99807735790523,14.1801503910276,0.478640002496216,17.9932584269663,21.6,14.98125,2903.61856653739,0.0302375,0.0888408839534799,0.0543010752688172,3.709675,0.341656539526509,0.19758064516129,33.71888,-118.33145
2007,"Inner","3 Palms West","Apostichopus californicus",0,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","3 Palms West","Apostichopus parvimensis",0,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","3 Palms West","Mesocentrotus franciscanus",5,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","3 Palms West","Patiria miniata",0,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","3 Palms West","Pisaster giganteus",7.5,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","3 Palms West","Pisaster ochraceus",0,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","3 Palms West","Strongylocentrotus purpuratus",15,3.62239570962952,14.1801503910276,0.478640002496216,18.2539877300614,21.6,14.98125,2927.84128889537,0.04636875,0.0657424063600358,0.0505376344086022,3.64725,0.56468811122344,0.281048387096774,33.72071,-118.33393
2007,"Inner","Bunker Point","Apostichopus californicus",0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Bunker Point","Apostichopus parvimensis",9.16666666666666,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Bunker Point","Mesocentrotus franciscanus",35,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Bunker Point","Patiria miniata",0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Bunker Point","Pisaster giganteus",26.6666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Bunker Point","Pisaster ochraceus",4.16666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Bunker Point","Strongylocentrotus purpuratus",339.166666666666,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2599.73853318601,0.1250125,0.196751470686862,0.14005376344086,3.79639375,0.414685616037044,0.19260752688172,33.72619,-118.35291
2007,"Inner","Long Point East","Apostichopus californicus",0,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point East","Apostichopus parvimensis",5,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point East","Mesocentrotus franciscanus",259.166666666667,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point East","Patiria miniata",22.5,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point East","Pisaster giganteus",20,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point East","Pisaster ochraceus",35.8333333333333,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point East","Strongylocentrotus purpuratus",342.5,3.29344727017186,9.88852803965957,0.617200716542603,18.0543238993711,22.125,15.16875,1847.04872153417,0.6209625,0.517650222587055,0.447715053763441,3.8790625,0.280096447867672,0.169086021505376,33.73594,-118.40048
2007,"Inner","Long Point West","Apostichopus californicus",0,3.64057280088363,9.22195713296749,0.916401379939791,18.0104651162791,21.05625,15.69375,1886.55959252274,0.48788125,0.488895944278237,0.413440860215054,3.85284375,0.37574747746458,0.182258064516129,33.73722,-118.40324
2007,"Inner","Long Point West","Apostichopus parvimensis",1.66666666666667,3.64057280088363,9.22195713296749,0.916401379939791,18.0104651162791,21.05625,15.69375,1886.55959252274,0.48788125,0.488895944278237,0.413440860215054,3.85284375,0.37574747746458,0.182258064516129,33.73722,-118.40324
2007,"Inner","Long Point West","Mesocentrotus franciscanus",115.833333333333,3.64057280088363,9.22195713296749,0.916401379939791,18.0104651162791,21.05625,15.69375,1886.55959252274,0.48788125,0.488895944278237,0.413440860215054,3.85284375,0.37574747746458,0.182258064516129,33.73722,-118.40324
